chain,protocol,asset,tvl_usd,apy_base,apy_reward,apy_total,rewardTokens,pool,apy_change_1d,apy_change_7d,apy_change_30d,is_stablecoin_flag,il_risk,token_exposure,predictions,poolMeta,mu,sigma,count,outlier,underlyingTokens,il7d,apyBase7d,apy_30d_avg,volumeUsd1d,volumeUsd7d,apyBaseInception,timestamp,date,collection_hour,apy_volatility,tvl_millions,tvl_log,tvl_category,sharpe_proxy,protocol_tier,chain_type,stable_type
Ethereum,aave-v3,USDT,2236999526,1.84233,,1.84233,,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,0.00704,-0.01718,-1.03474,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 83, 'binnedConfidence': 3}",,4.66272,0.17485,1096,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,2.46161,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.6192799999999998,2236.999526,21.528401308010483,>$100M,1.645995640054321,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,USDC,1229908370,2.28976,,2.28976,,aa70268e-4b52-42bf-a116-608b370f9501,-0.01824,-0.09657,-1.06021,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 79, 'binnedConfidence': 3}",,4.94348,0.16175,1106,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,3.20225,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.91249,1229.90837,20.930205508433886,>$100M,1.6210805032248015,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,RLUSD,425077635,0.88485,,0.88485,,85fc6934-c94d-4ebe-9c60-66beb363669f,-0.00214,-0.04783,-0.30912,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 54, 'binnedConfidence': 1}",,0.81246,0.01539,303,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,1.07473,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.18987999999999994,425.077635,19.867782383147198,>$100M,1.2826143677161248,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDT,364231326,3.5,,3.5,,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,0.0,-0.25,-0.5,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 69, 'binnedConfidence': 2}",,3.92783,0.00846,59,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,3.87431,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.3743099999999999,364.231326,19.71329973748394,>$100M,4.003156775056903,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,SGHO,265736368,,,5.23514,,ff2a68af-030c-4697-b0a1-b62a738eaef0,-0.0005,-0.01092,-0.23838,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 82, 'binnedConfidence': 3}",,13.97667,0.3729,653,False,['0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f'],,,5.30065,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.06550999999999974,265.736368,19.39801528130262,>$100M,9.257378295697693,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDC,224879630,4.0,,4.0,,c5c74dd1-995c-4445-9d84-3e710bad7d52,0.0,0.0,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",,4.0,0.0,59,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,4.0,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.0,224.87963,19.23107584368607,>$100M,8.0,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Avalanche,spark-savings,USDC,144764406,4.0,,4.0,,e96cbd55-a0a0-446a-89ba-ada6e2991d50,0.0,0.0,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 55.00000000000001, 'binnedConfidence': 1}",,4.0,0.0,59,False,['0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E'],,,4.0,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.0,144.764406,18.7906181996891,>$100M,8.0,Tier 2 - Established,Sidechain,Fiat-backed
Ethereum,aave-v3,RLUSD,130893978,0.818,,0.818,,98d07333-f5e4-4a48-8061-cfb4b73ccf79,-0.03407,0.00444,,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 82, 'binnedConfidence': 3}",horizon-market,0.95298,0.01139,21,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,0.98269,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.16469,130.893978,18.689898232878004,>$100M,1.2306488739111465,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,aave-v3,USDTB,127128126,0.66091,,0.66091,,baee0253-eb6e-4a08-a579-a2acd4f034b2,-0.00852,0.09283,0.23289,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",,1.51984,0.04294,259,False,['0xC139190F447e929f090Edeb554D95AbB8b18aC1C'],,,0.59363,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.06728,127.128126,18.66070600986725,>$100M,1.1650507685798899,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,compound-v3,USDC,125435847,2.44513,0.09595,2.54108,['0xc00e94Cb662C3520282E6f5717214004A7f26888'],7da72d09-56ca-4ec5-a45f-59114353e487,-0.00314,-0.19002,-1.87885,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 87, 'binnedConfidence': 3}",,5.1383,0.15337,1225,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,3.25147,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.7103899999999999,125.435847,18.647305014528776,>$100M,2.099389452986228,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,sparklend,USDT,122895598,2.03491,,2.03491,,8fbe28b8-140d-4e37-8804-5d2aba4daded,0.40454,0.42004,-1.88813,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 87, 'binnedConfidence': 3}",,4.59167,0.12644,770,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,2.72008,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.6851699999999998,122.895598,18.626845764293783,>$100M,1.716977311271801,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Arbitrum,aave-v3,USDC,114278734,1.76415,,1.76415,,d9fa8e14-0447-4207-9ae8-7810199dfa1f,-0.02369,-0.15141,-0.90999,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 81, 'binnedConfidence': 3}",,5.45348,0.16635,965,False,['0xaf88d065e77c8cC2239327C5EDb3A432268e5831'],,,2.39234,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.6281899999999998,114.278734,18.554151065962117,>$100M,1.5636993768780085,Tier 1 - Blue Chip,L2 - Rollup,Fiat-backed
Ethereum,euler-v2,RLUSD,108064187,1.58173,6.40242,7.98415,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],73e933a7-73b2-43ec-b1e9-d5d1d42ce2de,0.01526,-0.02409,0.3502,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 53, 'binnedConfidence': 1}",EVK Vault eRLUSD-7,9.87354,0.12206,143,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,7.83858,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.1455699999999993,108.064187,18.49823594187572,>$100M,12.36759762690337,Tier 3 - Emerging,L1 - Ethereum,Decentralized
Base,aave-v3,USDC,76092546,3.33874,,3.33874,,7e0661bf-8cf3-45e6-9424-31916d4c7b84,-0.01622,-0.12168,-0.06988,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 62, 'binnedConfidence': 2}",,5.23122,0.13349,711,False,['0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913'],,,3.7861,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.44735999999999976,76.092546,18.147460881110682,$10-100M,3.524256882283399,Tier 1 - Blue Chip,L2 - Rollup,Fiat-backed
Ethereum,compound-v3,USDT,70434364,2.36762,0.09946,2.46708,['0xc00e94Cb662C3520282E6f5717214004A7f26888'],f4d5b566-e815-4ca2-bb07-7bcd8bc797f1,0.02064,0.29325,-0.8904,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 96, 'binnedConfidence': 3}",,5.42899,0.16632,502,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,2.7768,,,,2026-02-18T10:26:16.164689,2026-02-18,10,0.30972,70.434364,18.070191841231633,$10-100M,3.0468310033097863,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
