chain,protocol,asset,tvl_usd,apy_base,apy_reward,apy_total,rewardTokens,pool,apy_change_1d,apy_change_7d,apy_change_30d,is_stablecoin_flag,il_risk,token_exposure,predictions,poolMeta,mu,sigma,count,outlier,underlyingTokens,il7d,apyBase7d,apy_30d_avg,volumeUsd1d,volumeUsd7d,apyBaseInception,timestamp,date,collection_hour,apy_volatility,tvl_millions,tvl_log,tvl_category,sharpe_proxy,protocol_tier,chain_type,stable_type
Ethereum,aave-v3,USDT,2178120314,1.86685,,1.86685,,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,0.0645,0.05549,-0.81971,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 83, 'binnedConfidence': 3}",,4.64254,0.17462,1104,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,2.1177,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.25085000000000024,2178.120314,21.50172810097828,>$100M,2.4863155090896973,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,USDC,1391363037,2.02235,,2.02235,,aa70268e-4b52-42bf-a116-608b370f9501,0.00563,-0.26648,-2.00597,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 83, 'binnedConfidence': 3}",,4.92319,0.16161,1114,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,2.79673,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.7743800000000003,1391.363037,21.053549706489786,>$100M,1.5869285456457254,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,RLUSD,419392051,0.87526,,0.87526,,85fc6934-c94d-4ebe-9c60-66beb363669f,-0.00219,-0.00672,-0.31929,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 53, 'binnedConfidence': 1}",,0.81405,0.0152,311,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,0.98977,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.11451,419.392051,19.85431672537031,>$100M,1.4243218173829555,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDT,349990576,3.5,,3.5,,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,,0.0,-0.5,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 73, 'binnedConfidence': 2}",,3.88827,0.01023,65,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,3.75818,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.25817999999999985,349.990576,19.673416789228163,>$100M,4.616318024743466,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,SGHO,258831309,,,5.26951,,ff2a68af-030c-4697-b0a1-b62a738eaef0,-0.21497,-0.09549,-0.07225,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",,13.86941,0.37331,661,False,['0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f'],,,5.32064,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.051129999999999676,258.831309,19.371687094726212,>$100M,9.561283181826436,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDC,238140728,4.0,,4.0,,c5c74dd1-995c-4445-9d84-3e710bad7d52,,0.0,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",,4.0,0.0,65,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,4.0,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.0,238.140728,19.28837235520711,>$100M,8.0,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Avalanche,spark-savings,USDC,151979908,4.0,,4.0,,e96cbd55-a0a0-446a-89ba-ada6e2991d50,,0.0,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 55.00000000000001, 'binnedConfidence': 1}",,4.0,0.0,65,False,['0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E'],,,4.0,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.0,151.979908,18.83925889244274,>$100M,8.0,Tier 2 - Established,Sidechain,Fiat-backed
Ethereum,aave-v3,RLUSD,129627740,0.78226,,0.78226,,98d07333-f5e4-4a48-8061-cfb4b73ccf79,0.01772,-0.11331,,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",horizon-market,0.90352,0.01054,29,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,0.92587,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.14361000000000002,129.62774,18.680177369902744,>$100M,1.2154254905921287,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,aave-v3,USDTB,127790947,0.61676,,0.61676,,baee0253-eb6e-4a08-a579-a2acd4f034b2,-0.02238,-0.04017,-0.02118,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 75, 'binnedConfidence': 3}",,1.49346,0.043,267,False,['0xC139190F447e929f090Edeb554D95AbB8b18aC1C'],,,0.62192,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.005160000000000053,127.790947,18.665906267978215,>$100M,1.2209201045213396,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Arbitrum,aave-v3,USDC,126565451,1.53747,,1.53747,,d9fa8e14-0447-4207-9ae8-7810199dfa1f,-0.09984,-0.23534,-1.22051,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 78, 'binnedConfidence': 3}",,5.42158,0.16657,973,False,['0xaf88d065e77c8cC2239327C5EDb3A432268e5831'],,,2.11459,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.5771200000000003,126.565451,18.656270139437567,>$100M,1.4273897058823524,Tier 1 - Blue Chip,L2 - Rollup,Fiat-backed
Ethereum,compound-v3,USDC,109269791,2.57451,0.09709,2.6716,['0xc00e94Cb662C3520282E6f5717214004A7f26888'],7da72d09-56ca-4ec5-a45f-59114353e487,0.10242,0.12972,-1.47836,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",,5.12152,0.15322,1233,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,2.86078,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.1891799999999999,109.269791,18.509330538003432,>$100M,3.8764909022316383,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,euler-v2,RLUSD,105214210,1.08034,5.40627,6.4866,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],73e933a7-73b2-43ec-b1e9-d5d1d42ce2de,0.00845,-0.94677,-1.14051,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 59, 'binnedConfidence': 1}",EVK Vault eRLUSD-7,9.6862,0.12457,151,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,7.55103,,,,2026-02-26T11:12:25.831640,2026-02-26,11,1.0644299999999998,105.21421,18.471508934695983,>$100M,4.146302487167851,Tier 3 - Emerging,L1 - Ethereum,Decentralized
Ethereum,compound-v3,USDT,79457116,2.19866,0.09952,2.29818,['0xc00e94Cb662C3520282E6f5717214004A7f26888'],f4d5b566-e815-4ca2-bb07-7bcd8bc797f1,0.02579,-0.10303,-0.87423,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 94, 'binnedConfidence': 3}",,5.38007,0.16613,510,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,2.53206,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.2338800000000001,79.457116,18.190728025286262,$10-100M,3.1315473919441867,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Base,aave-v3,USDC,72238120,3.33897,,3.33897,,7e0661bf-8cf3-45e6-9424-31916d4c7b84,-0.0526,-0.04873,-0.1177,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 60, 'binnedConfidence': 1}",,5.20919,0.13314,719,False,['0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913'],,,3.75791,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.41893999999999965,72.23812,18.095478456214238,$10-100M,3.633501643197599,Tier 1 - Blue Chip,L2 - Rollup,Fiat-backed
Cronos,tectonic,USDC,55375604,0.11178,0.00254,0.11432,['0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2'],0c3c1b07-7c36-4fbb-8e71-226e02bf15c1,0.00022,-0.00236,-0.0319,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 73, 'binnedConfidence': 2}",,1.83573,0.04606,1293,False,['0xc21223249CA28397B4B6541dfFaEcC539BfF0c59'],,,0.12307,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.008749999999999994,55.375604,17.82964971177779,$10-100M,0.22470761670761671,Tier 4 - New/Niche,Other,Fiat-backed
Ethereum,sparklend,USDT,51731425,3.52106,,3.52106,,8fbe28b8-140d-4e37-8804-5d2aba4daded,-0.01115,0.34512,0.16867,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 59, 'binnedConfidence': 1}",,4.57254,0.12616,778,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,2.48273,,,,2026-02-26T11:12:25.831640,2026-02-26,11,1.0383299999999998,51.731425,17.76157600780892,$10-100M,2.2888846996418195,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,DAI,47256608,1.97208,,1.97208,,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,0.06677,0.06693,-0.63813,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 82, 'binnedConfidence': 3}",,4.57349,0.17029,1114,False,['0x6B175474E89094C44Da98b954EedeAC495271d0F'],,,2.13104,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.15896,47.256608,17.671103075138582,$10-100M,2.9927157945854073,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Cronos,tectonic,USDT,44213742,0.14913,0.00046,0.14959,['0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2'],b37c26c3-848f-45f0-bd75-af97f1674a4d,-7e-05,-2e-05,-0.00344,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 82, 'binnedConfidence': 3}",,1.53744,0.03748,1293,False,['0x66e428c3f67a68878562e79A0234c1F83c208770'],,,0.1502,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.0006099999999999994,44.213742,17.604546226321766,$10-100M,0.29881544515690855,Tier 4 - New/Niche,Other,Fiat-backed
Ethereum,euler-v2,USDC,40050389,4.35785,,4.35785,,0fde8996-ecdf-441c-94a9-ec67403e9b8c,-0.00339,-0.00467,-0.21923,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 51, 'binnedConfidence': 1}",EVK Vault eUSDC-80,4.72038,0.03909,112,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,4.89506,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.53721,40.050389,17.505648969258946,$10-100M,4.201511747862053,Tier 3 - Emerging,L1 - Ethereum,Fiat-backed
Avalanche,aave-v3,USDC,35296807,2.21759,,2.21759,,c4b05318-88af-4536-a834-f5fc8940d2d3,-0.07912,-0.27311,-1.58509,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 72, 'binnedConfidence': 2}",,4.40041,0.19157,1140,False,['0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E'],,,2.74707,,,,2026-02-26T11:12:25.831640,2026-02-26,11,0.52948,35.296807,17.379303092885767,$10-100M,2.1540875004856823,Tier 1 - Blue Chip,Sidechain,Fiat-backed
Ethereum,euler-v2,USDC,34842240,3.27848,,3.27848,,31a0cd94-b781-4e0d-a9f1-1702bc2c238f,-0.11324,-0.5853,-1.59191,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 70, 'binnedConfidence': 2}",EVK Vault eUSDC-70,5.63275,0.0637,149,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,4.3472,,,,2026-02-26T11:12:25.831640,2026-02-26,11,1.06872,34.84224,17.366341030497647,$10-100M,2.089907695445969,Tier 3 - Emerging,L1 - Ethereum,Fiat-backed
