chain,protocol,asset,tvl_usd,apy_base,apy_reward,apy_total,rewardTokens,pool,apy_change_1d,apy_change_7d,apy_change_30d,is_stablecoin_flag,il_risk,token_exposure,predictions,poolMeta,mu,sigma,count,outlier,underlyingTokens,il7d,apyBase7d,apy_30d_avg,volumeUsd1d,volumeUsd7d,apyBaseInception,timestamp,date,collection_hour,apy_volatility,tvl_millions,tvl_log,tvl_category,sharpe_proxy,protocol_tier,chain_type,stable_type
Ethereum,aave-v3,USDT,1601219147,2.274,,2.274,,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,-0.04143,0.53188,-1.1484,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",,4.65568,0.17475,1099,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,2.27963,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.005630000000000024,1601.219147,21.19403114354229,>$100M,4.497359729446433,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,USDC,1253292883,2.24376,,2.24376,,aa70268e-4b52-42bf-a116-608b370f9501,-0.00597,-0.09946,-1.72604,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 79, 'binnedConfidence': 3}",,4.93609,0.16169,1109,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,3.05196,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.8081999999999998,1253.292883,20.949040231755053,>$100M,1.7151505885950162,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,RLUSD,422377908,0.86254,,0.86254,,85fc6934-c94d-4ebe-9c60-66beb363669f,-0.01619,-0.03676,-0.34051,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 55.00000000000001, 'binnedConfidence': 1}",,0.81306,0.01532,306,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,1.03909,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.1765500000000001,422.377908,19.86141099021976,>$100M,1.2749094671495083,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDT,360233527,3.5,,3.5,,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,0.0,0.0,-0.5,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 72, 'binnedConfidence': 2}",,3.90709,0.00948,62,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,3.81736,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.31735999999999986,360.233527,19.702263067995627,>$100M,4.282078888127631,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,SGHO,243769428,,,5.57388,,ff2a68af-030c-4697-b0a1-b62a738eaef0,-0.06283,0.35117,0.22098,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 82, 'binnedConfidence': 3}",,13.93644,0.37305,656,False,['0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f'],,,5.30009,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.27379,243.769428,19.311733373383607,>$100M,7.203349746055132,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDC,230541201,4.0,,4.0,,c5c74dd1-995c-4445-9d84-3e710bad7d52,0.0,0.0,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",,4.0,0.0,62,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,4.0,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.0,230.541201,19.255940154969302,>$100M,8.0,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Avalanche,spark-savings,USDC,146807399,4.0,,4.0,,e96cbd55-a0a0-446a-89ba-ada6e2991d50,0.0,0.0,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 55.00000000000001, 'binnedConfidence': 1}",,4.0,0.0,62,False,['0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E'],,,4.0,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.0,146.807399,18.80463208159356,>$100M,8.0,Tier 2 - Established,Sidechain,Fiat-backed
Ethereum,aave-v3,RLUSD,129390176,0.77097,,0.77097,,98d07333-f5e4-4a48-8061-cfb4b73ccf79,0.0105,-0.08129,,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 79, 'binnedConfidence': 3}",horizon-market,0.92963,0.01115,24,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,0.95525,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.18428,129.390176,18.678343025248537,>$100M,1.1266879055357457,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,aave-v3,USDTB,127120321,0.65911,,0.65911,,baee0253-eb6e-4a08-a579-a2acd4f034b2,0.00292,0.047,0.12354,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",,1.50991,0.04296,262,False,['0xC139190F447e929f090Edeb554D95AbB8b18aC1C'],,,0.61391,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.04520000000000002,127.120321,18.660644613229174,>$100M,1.2089325018341892,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,compound-v3,USDC,121867231,2.46563,0.09394,2.55957,['0xc00e94Cb662C3520282E6f5717214004A7f26888'],7da72d09-56ca-4ec5-a45f-59114353e487,0.02844,-0.09282,-1.56466,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 86, 'binnedConfidence': 3}",,5.13186,0.15332,1228,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,3.11882,,,,2026-02-21T21:17:25.863579,2026-02-21,21,0.55925,121.867231,18.61844274781507,>$100M,2.416398395090866,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
