protocol,protocol_name,available_liquidity,stress_outflow,lcr,liquidity_tier
b37c26c3-848f-45f0-bd75-af97f1674a4d,tectonic,0.9998999999999999,0.05012,19.950119712689546,Excess
0fde8996-ecdf-441c-94a9-ec67403e9b8c,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
c4b05318-88af-4536-a834-f5fc8940d2d3,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
bdcf8682-1d72-42a7-b23e-f56d666dd10e,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
e6692d08-85b6-4b50-952b-7c5c531862fe,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
31a0cd94-b781-4e0d-a9f1-1702bc2c238f,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
1b8b4cdb-0728-42a8-bf13-2c8fea7427ee,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
7e7821a2-3d20-4ae7-9c3d-04cd57904555,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
6652ed18-d327-46cd-9bac-08e0e14ea715,aave-v3,0.99992,0.05007500000000001,19.968447329006487,Excess
65ce8276-b4d9-41ba-9f6f-21fc374cf9bc,sparklend,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
d9c395b9-00d0-4426-a6b3-572a6dd68e54,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
85247b13-8180-44e7-b38c-4d324cc68a92,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
ff59b165-64e0-4868-a6db-6049b5135358,benqi-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
0758c3b8-4ffb-4176-b0a9-f446e367db46,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
69cf831d-624a-4f23-b5e3-c0f63ad1fa01,moonwell-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
e1db168e-7c9d-4285-9d3f-ba83a9ecf105,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
461505e0-e631-4af0-b0e9-6a861d917939,aave-v3,0.99992,0.050045,19.980417624138276,Excess
27296bf9-617a-46e4-9d6d-eefc71e9e0b6,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
7105734d-9cc9-4c85-b54b-404c86c843fb,silo-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
c1424055-1eb4-4c25-a30a-ebb0340dfd56,euler-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
0c8567f8-ba5b-41ad-80de-00a71895eb19,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
1230754d-3438-487d-aa02-eacc1f2f6fc3,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
442e7f38-f770-41ac-9905-0957a23e5f2e,euler-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
5a49dee1-344d-4b50-a167-8f5faab08752,aave-v3,0.99992,0.050045,19.980417624138276,Excess
da45ac62-f5e8-4692-b939-cb4a085baa43,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
3e669ce8-74c5-4fc9-bf85-f40a924c6407,aave-v3,0.99992,0.050045,19.980417624138276,Excess
ef8fbf02-ac96-4453-a78c-37bda4cd65e3,aave-v3,0.99992,0.05012,19.950518754988032,Excess
bde08c85-41c5-4d80-9bb1-0835a4352efa,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
effcb4a4-4dcb-45e5-935d-f15542c13e6b,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
c57bdc97-3100-41ff-845f-075363f6f5a4,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
d5e3d09c-f681-46cb-932c-8d6fe1ff1487,benqi-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
e95cadc3-0ea7-4932-9b80-a8baba80eff4,aave-v3,0.99992,0.05012,19.950518754988032,Excess
85f878ab-9ae3-4524-afa5-f1356dfb361f,euler-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
059fa0e6-7402-498c-bfa8-561baf4e82ec,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
fa68041a-2ce5-4ee5-88a0-ec5185f0bdb7,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
a8e3d841-2788-4647-ad54-5a36fac451b1,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
8d208be9-5455-48f9-89ba-1113f3f875ea,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
b828f0cb-853d-4b32-aebb-2e20d7fd70a8,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
24762515-822a-46af-927c-77a1dc449bd0,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
21091399-1187-4242-8e03-9b06032f9a8f,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
7aab7b0f-01c1-4467-bc0d-77826d870f19,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
6817bab0-5389-40a0-84d1-78830c1d81aa,aave-v3,0.99992,0.050045,19.980417624138276,Excess
37b04faa-95bb-4ccb-9c4e-c70fa167342b,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
9ec8eb36-332d-47d4-8d32-ee7574037e60,aave-v3,0.99992,0.050045,19.980417624138276,Excess
3ba7480d-ea40-4d80-a7fe-2cc44160cfe0,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
7cee66c5-4e83-4beb-8b4d-2c2fd62813c5,silo-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
a0f53224-c152-416e-8599-4563e70c6040,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
6da0372c-8e39-40db-acde-e35090862457,moonwell-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
a0f1def1-eacd-4b3a-91a1-be9a9c0cbc2c,euler-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
ec762755-29a1-41d8-957f-0b00dcf00dd6,aave-v3,0.99992,0.05007500000000001,19.968447329006487,Excess
82c8eda4-f27b-4e41-851d-4368af5e4866,silo-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
a17d8b32-48cb-4446-aad7-ed4278f144e0,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
8e41ef65-c599-4750-82a6-b284ddd33635,euler-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
72a1d041-4b13-45b0-ac95-066ec9819b3b,tectonic,0.9998999999999999,0.05012,19.950119712689546,Excess
b6075455-4fcf-4af6-ac75-53b2c8b13299,silo-v2,0.9998999999999999,0.05007500000000001,19.968047928107833,Excess
e945826d-6546-4f29-b276-9583ce2f0f68,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
c695f0a3-bd6d-443f-b1c8-60f8142daeee,euler-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
8ca17fc6-018b-46d4-9bfb-f2b5e981a0fb,dforce-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
91a13ad5-0687-4d6f-a789-da86b149d817,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
bc244917-e28c-4f10-bfa4-79bf90529023,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
643e883f-6922-4c89-82c3-bf3ac260fe1f,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
7eff1f92-e36d-4b6c-a405-c9957e6e6fb9,moonwell-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
94473b8f-8052-4490-aa8d-7df1024f2927,compound-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
1c4598df-177c-4de8-a53b-3baa3fc49932,aave-v3,0.99992,0.05012,19.950518754988032,Excess
363e5586-cfee-402c-9b0b-be70366052e8,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
78c4b5eb-6e36-4c3a-94b5-779e37dbf9a4,aave-v3,0.99992,0.05007500000000001,19.968447329006487,Excess
b5016961-230e-4238-9ca6-1123a5f92333,sparklend,0.9998999999999999,0.05012,19.950119712689546,Excess
e5adf719-d8e7-4b36-a603-ed288483d13a,radiant-v2,0.99988,0.050015000000000004,19.991602519244225,Excess
939b0cda-7d65-41b8-9226-f28949a857e8,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
0cfcfe3b-29ff-47ff-97fa-078bf4755863,aave-v3,0.99992,0.05012,19.950518754988032,Excess
2b181181-f200-44d0-81bf-31f3575fea4c,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
5b91998c-7db9-4b5e-8caf-343b55769151,euler-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
c2505d0e-aced-431f-a3cd-b4b503301b09,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
ba37b7ae-e0b0-4bf0-94ee-bcf3dd09d194,radiant-v2,0.99988,0.050015000000000004,19.991602519244225,Excess
6ce69c24-7604-4e95-aea5-cab20c013930,silo-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
0e07fbf1-83d7-47ae-af39-f8ba4d4f388c,ajna-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
a3a7fb56-b19a-4dc8-a3f1-285cb38c5885,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
dcd35b19-aaf6-486e-ada7-fba8767ab757,dforce-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
8d4d3acb-e1bf-471a-8256-36b90a8f4d25,aave-v3,0.99992,0.050045,19.980417624138276,Excess
b6d41555-60e5-485f-9629-ae292c563a5d,aave-v3,0.99992,0.050045,19.980417624138276,Excess
5e498f38-9d6f-49b7-a197-9068103f9866,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
4059659c-a240-47c3-85a5-69897563d63b,euler-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
736b9836-d7a2-40d6-b15d-12657989b0b1,radiant-v2,0.99988,0.050015000000000004,19.991602519244225,Excess
2d02765d-1444-46a0-8046-cd7af0c06ac1,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
381eb971-56f8-468f-b2b6-ea922c477dca,benqi-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
af2343d4-1265-47b1-babf-bfbca90dab56,euler-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
788b0d81-8533-468c-8789-88ac64b7d5c8,ajna-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
8395e9c7-a26d-4e9c-a6e9-7cc002244979,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
5a8d7827-00d9-416a-b1bb-ddc7f758a66e,radiant-v1,0.99988,0.050045,19.97961834349086,Excess
4e779744-ce96-4185-a461-39447619989a,euler-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
7ba506b8-9265-450d-9111-281fa6b57657,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
631404ca-4aa4-41b8-a85f-cbe7b6194d98,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
b9c2067b-f491-4dfa-bedf-59194c4c7aa0,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
4ab15352-e834-41bd-962a-53e6e724179a,radiant-v2,0.99988,0.050015000000000004,19.991602519244225,Excess
4ef4eb9a-e22e-4190-b8f3-8c75373ad0d6,aave-v3,0.99992,0.05007500000000001,19.968447329006487,Excess
4bb695e2-bd1c-473e-81ca-4e3d027cad78,euler-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
46cd8b53-3d41-4b9f-85f7-77f42f317445,benqi-lending,0.9998999999999999,0.05007500000000001,19.968047928107833,Excess
fe7bd728-9e1d-450a-8960-280712c8c7a2,benqi-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
6f9fe8c4-9676-4fef-9b7b-02be2430d7d9,moonwell-lending,0.9998999999999999,0.050045,19.980017983814566,Excess
43c85a77-21ca-4551-81b8-86b751ca6a84,euler-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
73936265-c77f-414e-b170-e2e754de3ff8,radiant-v2,0.99988,0.050015000000000004,19.991602519244225,Excess
ea0477f6-4ead-4339-926d-eeff9e11580b,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
0e84ae63-98ff-4b67-a355-9c3e1046e95c,dforce-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
b007a303-26b8-42ab-ab23-31dd7a44e8a3,moonwell-lending,0.9998999999999999,0.05007500000000001,19.968047928107833,Excess
48b2b90b-ab17-43a5-b7b0-2f91ec132d4d,moonwell-lending,0.9998999999999999,0.050045,19.980017983814566,Excess
749280ad-ecea-4753-9672-386961758acd,radiant-v1,0.99988,0.050015000000000004,19.991602519244225,Excess
8a561627-3d0c-436a-805c-8490c68fe014,aave-v3,0.99992,0.050015000000000004,19.992402279316206,Excess
948eb56a-b8fa-4b08-8c0d-453d8a6b787f,tectonic,0.9998999999999999,0.05012,19.950119712689546,Excess
3c06f4b6-b140-46d8-aaf9-550bac788d59,radiant-v2,0.99988,0.05007500000000001,19.96764852720918,Excess
e0a73b02-748b-4ac8-8a5a-1c8d110f1a80,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
71b4f445-d105-4625-9412-9969af520ec7,euler-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
5aa3c9c2-7a03-4aa4-b1eb-0945f1388eeb,silo-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
9a5f6bad-29d1-4fc2-b913-3adb5d394349,moonwell-lending,0.9998999999999999,0.050045,19.980017983814566,Excess
4ea995cd-f67b-4283-97e5-96640f8de0c7,radiant-v1,0.99988,0.050045,19.97961834349086,Excess
2e10b83a-f3a0-4049-9424-46dde27db611,moonwell-lending,0.9998999999999999,0.050045,19.980017983814566,Excess
698bf55b-1f51-45d5-b8d6-c27ccd0c28c0,sparklend,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
76f65ec2-ea3d-42a2-9f9f-1542b48838e9,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
ea25cc6f-5dde-4c95-ab8e-243025784187,radiant-v2,0.99988,0.05007500000000001,19.96764852720918,Excess
3cebd626-5ee5-4699-9f6c-090918bc5ebd,aave-v3,0.99992,0.05012,19.950518754988032,Excess
ab6d490b-0970-49e6-8859-545df298e1f5,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
724b2011-c3f7-4179-b154-e5adb155f84f,silo-v2,0.9998999999999999,0.05012,19.950119712689546,Excess
9e127768-292f-4773-9289-2ce7997bb285,aave-v3,0.99992,0.050045,19.980417624138276,Excess
d710ca08-6f7d-4617-8909-7d00486a226c,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
f14599e7-ac5d-43ec-a999-f452a30b83ce,benqi-lending,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
814326a1-e8f9-4dcd-9b35-952350ab74f7,aave-v3,0.99992,0.05012,19.950518754988032,Excess
810ac523-b0e2-44cc-9fb6-bb9205f265da,ajna-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
930e523f-23dc-4e4f-9732-b4d9bd8494cf,silo-v2,0.9998999999999999,0.05007500000000001,19.968047928107833,Excess
5ee539c7-cfae-41c7-8bf4-b3d2522c33f0,euler-v2,0.9998999999999999,0.05007500000000001,19.968047928107833,Excess
0fe9698a-78fc-46c5-b2ca-0fb658258ab0,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
b865d4dc-ffd5-4fd6-9479-0d7932d6a9e6,silo-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
44293f7f-2e0d-4904-a336-f53b5970abfe,euler-v2,0.9998999999999999,0.050045,19.980017983814566,Excess
3313ec0f-ed24-4d37-bdf8-9b26264785a4,silo-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
2233ee0d-e68e-4256-83ef-c9fd04f57c4b,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
a02c4fea-b826-4b8e-96c1-051320e42a9e,euler-v2,0.9998999999999999,0.050015000000000004,19.992002399280214,Excess
