chain,protocol,asset,tvl_usd,apy_base,apy_reward,apy_total,rewardTokens,pool,apy_change_1d,apy_change_7d,apy_change_30d,is_stablecoin_flag,il_risk,token_exposure,predictions,poolMeta,mu,sigma,count,outlier,underlyingTokens,il7d,apyBase7d,apy_30d_avg,volumeUsd1d,volumeUsd7d,apyBaseInception,timestamp,date,collection_hour,apy_volatility,tvl_millions,tvl_log,tvl_category,sharpe_proxy,protocol_tier,chain_type,stable_type
Ethereum,aave-v3,USDT,2102842596,1.86641,,1.86641,,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,-0.01174,0.0786,-0.73673,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 82, 'binnedConfidence': 3}",,4.6276,0.17444,1110,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,1.95336,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.08695000000000008,2102.842596,21.466555883980405,>$100M,3.1798449612403092,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,USDC,1345898756,2.01558,,2.01558,,aa70268e-4b52-42bf-a116-608b370f9501,-0.01775,0.0023,-1.64397,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",,4.90724,0.16154,1120,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,2.36183,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.34624999999999995,1345.898756,21.020327847657935,>$100M,2.381778434268833,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,RLUSD,436335837,0.8631,,0.8631,,85fc6934-c94d-4ebe-9c60-66beb363669f,-0.02968,-0.01422,-0.31205,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 52, 'binnedConfidence': 1}",,0.81515,0.01506,317,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,0.92681,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.06371000000000004,436.335837,19.89392277544933,>$100M,1.5311064199677138,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDT,351893198,3.42,,3.42,,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,-0.08,,-0.58,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 76, 'binnedConfidence': 3}",,3.86993,0.0109,68,False,['0xdAC17F958D2ee523a2206206994597C13D831ec7'],,,3.67055,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.25055000000000005,351.893198,19.67883827559184,>$100M,4.556658450469655,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,SGHO,268697046,,,5.27289,,ff2a68af-030c-4697-b0a1-b62a738eaef0,-0.00119,-0.03806,-0.11019,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 79, 'binnedConfidence': 3}",,13.78917,0.37364,667,False,['0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f'],,,5.30601,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.03311999999999937,268.697046,19.40909508357371,>$100M,9.890625000000012,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,spark-savings,USDC,255700581,4.0,,4.0,,c5c74dd1-995c-4445-9d84-3e710bad7d52,0.0,,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",,4.0,0.0,68,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,4.0,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.0,255.700581,19.359517716363634,>$100M,8.0,Tier 2 - Established,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,USDTB,136905455,0.58258,,0.58258,,baee0253-eb6e-4a08-a579-a2acd4f034b2,0.00761,-0.05655,-0.0481,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 76, 'binnedConfidence': 3}",,1.47361,0.04307,273,False,['0xC139190F447e929f090Edeb554D95AbB8b18aC1C'],,,0.61439,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.031810000000000005,136.905455,18.734801143372493,>$100M,1.095466425979203,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Arbitrum,aave-v3,USDC,120653905,1.63754,,1.63754,,d9fa8e14-0447-4207-9ae8-7810199dfa1f,0.03974,0.02199,-0.85269,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 80, 'binnedConfidence': 3}",,5.39743,0.16676,979,False,['0xaf88d065e77c8cC2239327C5EDb3A432268e5831'],,,1.85237,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.21483000000000008,120.653905,18.60843672414865,>$100M,2.290810402473315,Tier 1 - Blue Chip,L2 - Rollup,Fiat-backed
Ethereum,compound-v3,USDC,114669788,2.52441,0.09446,2.61887,['0xc00e94Cb662C3520282E6f5717214004A7f26888'],7da72d09-56ca-4ec5-a45f-59114353e487,0.0108,0.04946,-0.2338,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 81, 'binnedConfidence': 3}",,5.10918,0.1531,1239,False,['0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'],,,2.65394,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.03507000000000016,114.669788,18.557567155950004,>$100M,4.894443717644418,Tier 1 - Blue Chip,L1 - Ethereum,Fiat-backed
Ethereum,aave-v3,RLUSD,112295683,0.90886,,0.90886,,98d07333-f5e4-4a48-8061-cfb4b73ccf79,0.01744,0.12544,-0.37907,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 84, 'binnedConfidence': 3}",horizon-market,0.89911,0.00957,35,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,0.84361,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.06525000000000003,112.295683,18.536645986200746,>$100M,1.6078903140203449,Tier 1 - Blue Chip,L1 - Ethereum,Decentralized
Ethereum,euler-v2,RLUSD,105226113,1.08037,5.40622,6.48659,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],73e933a7-73b2-43ec-b1e9-d5d1d42ce2de,-0.00013,0.00864,-1.38449,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 60, 'binnedConfidence': 1}",EVK Vault eRLUSD-7,9.56217,0.12574,157,False,['0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD'],,,7.29928,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.8126900000000008,105.226113,18.4716220594026,>$100M,4.941448476030133,Tier 3 - Emerging,L1 - Ethereum,Decentralized
Avalanche,spark-savings,USDC,103480542,4.0,,4.0,,e96cbd55-a0a0-446a-89ba-ada6e2991d50,0.0,,0.0,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.00000000000001, 'binnedConfidence': 1}",,4.0,0.0,68,False,['0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E'],,,4.0,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.0,103.480542,18.454894162659134,>$100M,8.0,Tier 2 - Established,Sidechain,Fiat-backed
Base,aave-v3,USDC,91702583,2.92543,,2.92543,,7e0661bf-8cf3-45e6-9424-31916d4c7b84,-0.22151,-0.36553,-0.72737,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 69, 'binnedConfidence': 2}",,5.19219,0.13292,725,False,['0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913'],,,3.58838,,,,2026-03-04T15:52:53.068005,2026-03-04,15,0.6629499999999999,91.702583,18.334061115673734,$10-100M,2.515525173051292,Tier 1 - Blue Chip,L2 - Rollup,Fiat-backed
